J_Nombre,nombre,fecha_de_adquisicion,descripcion
jonesbrandy135,Logro_0_into,2024-01-29,Congress determine civil treat.
jonesbrandy135,Logro_1_fly,2024-07-25,Star hundred according local kitchen any.
jonesbrandy135,Logro_2_still,2024-01-16,Source defense station source reveal.
mgonzalez136,Logro_0_paper,2024-09-24,Administration after change be daughter including claim service.
mgonzalez136,Logro_1_nor,2024-11-08,Science claim me push American.
mgonzalez136,Logro_2_white,2024-05-14,Suffer international necessary.
stephen17137,Logro_0_almost,2024-07-20,Night recognize traditional prepare level protect probably.
stephen17137,Logro_1_hotel,2024-10-18,Game far ahead population court in stock administration.
stephen17137,Logro_2_more,2024-07-09,East sea hear possible pretty.
michaelhouston138,Logro_0_pressure,2024-07-17,Organization entire just conference huge TV resource not.
michaelhouston138,Logro_1_man,2024-11-08,Finally dream care report.
michaelhouston138,Logro_2_read,2024-08-12,Surface least discussion significant writer head artist recently.
george40139,Logro_0_structure,2024-02-08,Condition ball two improve change.
george40139,Logro_1_suddenly,2024-09-16,Reach enough south performance.
george40139,Logro_2_sign,2023-12-02,Series small local game.
derek61140,Logro_0_hit,2024-07-23,Major door each anything.
derek61140,Logro_1_song,2024-09-22,Security pattern agree magazine opportunity yard tend.
derek61140,Logro_2_recent,2024-04-07,Computer nation top moment model see whether.
xflores141,Logro_0_break,2023-12-01,Clearly simply ready.
xflores141,Logro_1_medical,2024-07-03,Safe include able hit early condition mind.
xflores141,Logro_2_accept,2024-11-08,Physical role charge itself contain.
dtran142,Logro_0_sport,2024-02-13,Boy military grow staff much check.
dtran142,Logro_1_stop,2024-01-28,Product piece cup eat author standard.
dtran142,Logro_2_few,2024-06-21,Himself trouble like very.
henrymelissa143,Logro_0_science,2024-07-03,Win administration skin first mind full.
henrymelissa143,Logro_1_increase,2024-08-23,Must game seem team carry make.
henrymelissa143,Logro_2_will,2024-10-26,On bag today father population.
tonya49144,Logro_0_better,2024-09-17,Discover black around ahead himself southern give.
tonya49144,Logro_1_fish,2024-05-24,When ready sure community perform onto history analysis.
tonya49144,Logro_2_require,2024-09-12,Support sign edge agent military day picture get.
jessicaellis145,Logro_0_than,2024-03-13,Movie system television stock.
jessicaellis145,Logro_1_national,2024-07-17,Police property teach your believe wish.
jessicaellis145,Logro_2_scientist,2024-02-04,Improve admit story maybe force movie early.
stuartjacob146,Logro_0_spend,2024-05-26,Especially dog fund stuff trouble produce.
stuartjacob146,Logro_1_article,2023-12-30,Society rule more half.
stuartjacob146,Logro_2_rule,2024-06-25,Result report station article set trade.
lisa26147,Logro_0_mean,2024-07-04,For spring nothing.
lisa26147,Logro_1_news,2024-01-13,Among staff town a recently near up.
lisa26147,Logro_2_may,2024-09-22,Coach yeah story hope board beyond bar.
aliciahernandez148,Logro_0_work,2024-09-20,Never special attack PM local protect.
aliciahernandez148,Logro_1_subject,2024-03-26,Research another table art human heavy.
aliciahernandez148,Logro_2_create,2024-05-10,Easy dinner improve continue.
coleandrea149,Logro_0_heart,2024-03-08,Keep agreement as laugh once analysis.
coleandrea149,Logro_1_serious,2024-01-26,Able ask people audience represent western we successful.
coleandrea149,Logro_2_crime,2024-03-09,Money idea nor quickly Congress develop.
whitecarlos150,Logro_0_scene,2024-07-01,Newspaper character some father service.
whitecarlos150,Logro_1_see,2024-05-29,East play hour guy own.
whitecarlos150,Logro_2_I,2024-06-26,News treat maintain single condition of between himself.
rorozco151,Logro_0_natural,2024-03-06,Red discuss lawyer business smile.
rorozco151,Logro_1_bag,2024-04-22,Today more land behind by start.
rorozco151,Logro_2_here,2024-07-28,However method always nature fill force per.
james64152,Logro_0_that,2024-03-29,Few which various need establish.
james64152,Logro_1_share,2024-10-07,Ten strategy myself somebody court.
james64152,Logro_2_environment,2024-03-12,Truth whole remember.
umolina153,Logro_0_across,2024-01-20,Hear wrong pressure say while sometimes real eight.
umolina153,Logro_1_bring,2024-10-08,Certain hospital return radio.
umolina153,Logro_2_there,2024-01-24,Movement join piece every phone authority.
allisonmartinez154,Logro_0_often,2024-04-14,The be serve require send.
allisonmartinez154,Logro_1_seek,2024-09-30,Which sea protect.
allisonmartinez154,Logro_2_hold,2024-07-03,Heart suggest black fire try modern ahead old.
lgutierrez155,Logro_0_note,2024-06-15,Cultural subject national thousand.
lgutierrez155,Logro_1_want,2024-06-12,Most trial set treatment alone control our.
lgutierrez155,Logro_2_blood,2024-09-09,Avoid your sea behind.
felicia90156,Logro_0_continue,2024-03-18,Special decision tonight per record maintain ever left.
felicia90156,Logro_1_wrong,2024-02-19,And project risk religious only phone.
felicia90156,Logro_2_theory,2024-11-08,Member so and subject either once.
greensamantha157,Logro_0_company,2024-05-17,Candidate myself her.
greensamantha157,Logro_1_product,2023-12-11,Language call Democrat boy.
greensamantha157,Logro_2_leg,2024-10-31,Detail less experience.
etorres158,Logro_0_point,2023-11-27,Class close speech.
etorres158,Logro_1_animal,2024-10-14,Now us treat summer.
etorres158,Logro_2_sea,2024-03-10,Begin security common why.
tadams159,Logro_0_raise,2024-06-22,Individual sit group much performance.
tadams159,Logro_1_effort,2024-07-13,Threat cold common.
tadams159,Logro_2_simply,2023-12-27,Consumer once exist perform big city student cost.
katherine88160,Logro_0_fly,2024-11-13,Military few task sign.
katherine88160,Logro_1_security,2024-11-09,Those area cost accept impact nor.
katherine88160,Logro_2_including,2024-05-16,Share difference song population whatever happy.
brandon90161,Logro_0_send,2024-07-13,Simply stop national fish source campaign interview hospital.
brandon90161,Logro_1_red,2024-11-08,I box board option newspaper.
brandon90161,Logro_2_security,2024-05-24,Nor claim state forget interesting sometimes involve.
brenda39162,Logro_0_last,2024-02-29,Speak policy boy customer how number.
brenda39162,Logro_1_industry,2024-02-12,Support according major condition itself hair.
brenda39162,Logro_2_over,2023-11-21,Idea sit resource office turn.
brooke62163,Logro_0_agency,2024-02-16,Show discussion religious.
brooke62163,Logro_1_some,2024-01-01,Buy explain nation fire check.
brooke62163,Logro_2_stock,2024-08-24,Condition million receive daughter father tonight.
sherry81164,Logro_0_ability,2024-05-26,Some forward thought important that.
sherry81164,Logro_1_for,2024-09-29,Although small people.
sherry81164,Logro_2_quite,2024-08-09,Production between debate top trade turn.
sotojorge165,Logro_0_manager,2024-09-08,Pass site shake.
sotojorge165,Logro_1_everyone,2023-12-14,Quite special together onto.
sotojorge165,Logro_2_about,2024-08-11,Imagine college difference.
thomaswhite166,Logro_0_business,2024-06-28,Safe represent could.
thomaswhite166,Logro_1_back,2023-12-05,Only site end maybe require grow.
thomaswhite166,Logro_2_wrong,2024-04-10,Number stuff we what road practice five many.
xwallace167,Logro_0_above,2024-08-28,Partner media bit.
xwallace167,Logro_1_pass,2024-05-14,Between good production collection wrong Congress quite full.
xwallace167,Logro_2_audience,2024-02-02,Return message discuss positive music local different.
sherryrose168,Logro_0_current,2024-03-10,Generation on language building wife develop paper.
sherryrose168,Logro_1_meet,2024-10-11,Remember walk feeling yet this bag.
sherryrose168,Logro_2_country,2024-03-26,Season rock Republican process compare me measure behavior.
ujohnson169,Logro_0_Mrs,2024-02-08,Boy around security year paper production control.
ujohnson169,Logro_1_campaign,2024-08-21,Street book well career.
ujohnson169,Logro_2_experience,2024-05-02,She turn little.
lklein170,Logro_0_bar,2024-08-22,Avoid various just care compare.
lklein170,Logro_1_collection,2024-06-16,Natural card data.
lklein170,Logro_2_break,2024-06-24,South operation whatever money affect.
hunter30171,Logro_0_green,2023-12-14,Arm person statement game.
hunter30171,Logro_1_machine,2024-09-20,Visit church specific something.
hunter30171,Logro_2_side,2024-02-07,About play husband church modern.
garciacraig172,Logro_0_need,2024-03-18,Fine response especially.
garciacraig172,Logro_1_information,2024-06-20,Computer skin own fire office understand eye list.
garciacraig172,Logro_2_smile,2024-09-21,Material compare together size imagine responsibility.
stephen96173,Logro_0_north,2024-02-27,Parent herself school run.
stephen96173,Logro_1_rather,2024-09-27,Design my major box morning.
stephen96173,Logro_2_company,2024-07-02,List economic fact method available for prevent.
jessicaterry174,Logro_0_exist,2024-08-03,Plan court partner operation will.
jessicaterry174,Logro_1_face,2024-10-04,Of simply manager some up.
jessicaterry174,Logro_2_very,2024-01-31,Outside learn beyond month space stand avoid attention.
sanchezpatricia175,Logro_0_goal,2024-03-14,Listen chance want suffer choose.
sanchezpatricia175,Logro_1_mean,2024-06-30,Increase similar community.
sanchezpatricia175,Logro_2_serious,2024-11-13,Truth after rock table.
emily19176,Logro_0_family,2024-02-01,Gas practice loss age resource claim mean.
emily19176,Logro_1_city,2024-11-03,Make edge so manager party control.
emily19176,Logro_2_or,2023-11-22,Every wonder no way.
carolinecalderon177,Logro_0_free,2024-06-26,Law knowledge nothing.
carolinecalderon177,Logro_1_voice,2023-11-26,Serve allow ten amount mission which.
carolinecalderon177,Logro_2_what,2024-09-18,Remain whom career food big.
zferrell178,Logro_0_light,2023-12-02,Get magazine appear our position executive.
zferrell178,Logro_1_financial,2024-06-19,Enjoy however military late.
zferrell178,Logro_2_ten,2024-11-05,Share first me item probably office.
vincentward179,Logro_0_activity,2024-09-03,Today occur kid detail chair must tell someone.
vincentward179,Logro_1_who,2023-12-26,Smile expect air today near I.
vincentward179,Logro_2_green,2024-05-15,Hotel hope law everything method always.
fyang180,Logro_0_author,2024-09-03,That table choice image material foreign adult through.
fyang180,Logro_1_management,2024-02-08,Especially three thought help whose.
fyang180,Logro_2_industry,2024-02-10,We ok today help.
tyler10181,Logro_0_eye,2024-03-16,Fill boy upon could truth product late rule.
tyler10181,Logro_1_open,2024-01-09,Today defense recent.
tyler10181,Logro_2_he,2024-03-17,About recent table adult year daughter Democrat night.
daryl39182,Logro_0_have,2024-06-20,See growth indeed agent loss our many.
daryl39182,Logro_1_generation,2024-09-06,Game campaign history often know close.
daryl39182,Logro_2_prepare,2024-05-04,Choice prove respond tough.
meagan43183,Logro_0_avoid,2024-03-07,Begin wrong pick drug dark spring pass treat.
meagan43183,Logro_1_town,2024-05-08,Put everything half particularly agency believe.
meagan43183,Logro_2_camera,2024-09-07,Two hand especially middle wish on.
porterrichard184,Logro_0_high,2024-03-02,Health special hotel minute.
porterrichard184,Logro_1_interview,2023-12-17,Mind challenge result job.
porterrichard184,Logro_2_store,2024-02-17,Physical camera allow least.
mariah73185,Logro_0_say,2024-09-05,Any voice executive consumer him chair.
mariah73185,Logro_1_very,2023-12-17,Who writer probably boy war.
mariah73185,Logro_2_view,2024-01-05,Sport suddenly mind weight image body.
hpatel186,Logro_0_issue,2024-02-17,National partner wish likely subject.
hpatel186,Logro_1_last,2024-05-14,War current cause board wait future.
hpatel186,Logro_2_federal,2024-01-16,Chance federal discover various.
natalie20187,Logro_0_fine,2024-02-26,Doctor watch account hundred seat right marriage.
natalie20187,Logro_1_race,2024-06-02,Glass well tonight.
natalie20187,Logro_2_action,2024-09-12,Rather low writer kind.
smontgomery188,Logro_0_same,2024-09-17,Realize can executive offer individual.
smontgomery188,Logro_1_on,2024-10-21,Act environment political protect whom may Congress result.
smontgomery188,Logro_2_fear,2023-12-21,Term unit surface tend along sea anyone.
dunnmatthew189,Logro_0_hard,2024-10-07,Employee technology simply measure college he.
dunnmatthew189,Logro_1_say,2024-03-13,Worker young glass cell.
dunnmatthew189,Logro_2_recent,2024-03-19,End paper law fire north.
bartonjustin190,Logro_0_education,2024-07-26,Operation eat case leg last camera.
bartonjustin190,Logro_1_under,2023-11-28,Last raise simple seek born.
bartonjustin190,Logro_2_forget,2024-11-14,Position receive all stock relationship full father bad.
brownsabrina191,Logro_0_measure,2024-02-12,Experience poor energy decade material.
brownsabrina191,Logro_1_high,2024-09-25,Animal perform assume.
brownsabrina191,Logro_2_civil,2024-02-20,World car matter stay.
dananelson192,Logro_0_different,2024-01-30,Court it price yourself choose positive.
dananelson192,Logro_1_tree,2024-07-16,Cause only give.
dananelson192,Logro_2_character,2024-09-02,Teacher radio oil rock.
daniel99193,Logro_0_rule,2024-01-18,Commercial then power color tough process cold attack.
daniel99193,Logro_1_couple,2024-08-29,Allow religious at person deal both.
daniel99193,Logro_2_happen,2024-01-05,Upon small if produce without beat least.
ryanrodriguez194,Logro_0_at,2023-12-26,Give why cause go friend lead two.
ryanrodriguez194,Logro_1_agency,2024-10-19,Church reality kind one make.
ryanrodriguez194,Logro_2_would,2023-12-25,Go young four already bad thank order.
jjohnson195,Logro_0_present,2024-08-08,Subject stand billion son position quite instead second.
jjohnson195,Logro_1_week,2024-06-23,Material project gun herself decade moment.
jjohnson195,Logro_2_young,2024-11-05,Center these begin foot understand reveal tonight job.
susan90196,Logro_0_ago,2024-09-23,Fire white husband part.
susan90196,Logro_1_loss,2024-01-25,Husband knowledge affect rather write.
susan90196,Logro_2_end,2024-07-20,Weight eight individual interest.
palmerfrank197,Logro_0_public,2024-05-16,A cup training ask check two.
palmerfrank197,Logro_1_choice,2024-01-05,Education prevent rather note.
palmerfrank197,Logro_2_speak,2024-10-22,Down close others effort allow operation our beyond.
